Description,Link,Name
"Sage Gode[1] is one of the three Birkan clergymen who lived on Skypiea and served Enel.
",/wiki/Gode,Gode
,/wiki/Going_Merry,Going Merry
"Goki is a member of the Numbers in the Beasts Pirates, representing the number ""five"".[2]
",/wiki/Goki,Goki
,/wiki/Gol_D._Roger,Gol D. Roger
"Goldberg is a giant from Elbaf[3] who is the cook of the New Giant Warrior Pirates and was formerly an S-Class ranked mercenary for Buggy's Delivery.[1]
",/wiki/Goldberg,Goldberg
"The Goldfish Princess is a character in the Hatchan's Sea-Floor Stroll cover story.
",/wiki/Goldfish_Princess,Goldfish Princess
,/wiki/Gomorrah,Gomorrah
,/wiki/Gonbe,Gonbe
"Captain Goo[2] is a pirate captain who, along with his crew, had their shadows stolen by Gecko Moria.[1]
",/wiki/Goo,Goo
,/wiki/Gorilla,Gorilla
"Gorishiro is a gorilla that is attached to Mizerka's body due to her consumption of a gorilla SMILE.[2]
",/wiki/Gorishiro,Gorishiro
,/wiki/Goro,Goro
"Gorobe is a citizen of Okobore Town in the Kuri region of Wano Country.[1]
",/wiki/Gorobe,Gorobe
"Gotti[5] is an assassin, a combatant in the Fire Tank Pirates,[2][3] and the husband of Charlotte Lola.[6]
",/wiki/Gotti,Gotti
"Grabar[2] is a dwarf from Tontatta Kingdom who first appeared on Green Bit. She is Leo's grandmother.[1]
",/wiki/Grabar,Grabar
,/wiki/Gram,Gram
"Great Michael[2] is an infamous New World pirate who allied himself with Whitebeard.[1]
",/wiki/Great_Michael,Great Michael
,/wiki/Gyaro,Gyaro
,"/wiki/Gyoro,_Nin,_and_Bao",Gyoro
"Gyoru[5] is a fishmonger in Foosha Village and the husband of Chicken. Luffy bought fish from him when he was a kid.[2]
",/wiki/Gyoru,Gyoru
,/wiki/Gyro,Gyro
,/wiki/Hack,Hack
"
",/wiki/Hack_(Archaeologist),Hack
"Hajrudin is a giant warrior described as the ""new generation"" from Elbaf. He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi,[1] where he met Monkey D. Luffy and eventually pledged his loyalty towards him. 
",/wiki/Hajrudin,Hajrudin
"Hakowan[3] is Wapol's pet dog, acquired after Wapol was permanently deposed from Drum Island.
",/wiki/Hakowan,Hakowan
,/wiki/Ham_Burger,Ham Burger
,/wiki/Hamburg,Hamburg
,/wiki/Hamlet,Hamlet
,/wiki/Hammond,Hammond
"Han-ko is a child from Ebisu Town.[1]
",/wiki/Han,Han
,/wiki/Hana,Hana
,/wiki/Hangan,Hangan
"Hanger is an employee at Robecca Hanberg, a clothing store in Loguetown. Nami tried on all of his best clothes, but did not buy any.[1]
",/wiki/Hanger,Hanger
"Hanji is a former prisoner of Udon's prisoner mines.[2]
",/wiki/Hanji,Hanji
,/wiki/Hannyabal,Hannyabal
"Hanzo[6] is a ninja and a member of the Beasts Pirates.[2] He previously was a member of the Orochi Oniwabanshu which served the shogun of Wano Country, Kurozumi Orochi.[1]
",/wiki/Hanzo,Hanzo
"Happa Yamao[1] is a civilian of Water 7 whom Usopp bought wood and supplies from in order to repair the Going Merry. Happa also gave Usopp some rice balls. He is an old bandit turned carpenter who moved to Water 7 from the ""Gourmet City"", Pucci.[2]
",/wiki/Happa_Yamao,Happa Yamao
,/wiki/Happygun,Happygun
"Hara[2] is a resident who lives in the Flower Capital of Wano Country.[1]
",/wiki/Hara,Hara
,/wiki/Haredas,Haredas
"Harisenbon is a porcupinefish fish-man and a member of the now disbanded New Fish-Man Pirates. He was the commander of the Sea Urchin Armor Spine Squad.[2]
",/wiki/Harisenbon,Harisenbon
,/wiki/Haritsu_Kendiyo,Haritsu Kendiyo
"Haruta[4] is the commander of the 12th division of the Whitebeard Pirates.[1]
",/wiki/Haruta,Haruta
"Hasami is a giant desert crab who aided Vivi and the Straw Hat Pirates in escaping from Rainbase and Crocodile. He is a friend of Matsuge, and according to Matsuge's and Chopper's translations, he is a pervert.[2]
",/wiki/Hasami,Hasami
,/wiki/Hatcha,Hatcha
,/wiki/Hatchan,Hatchan
,/wiki/Hattori,Hattori
"Heat[4] is a member of the Kid Pirates.[1]
",/wiki/Heat,Heat
,/wiki/Helmeppo,Helmeppo
"Heppoko[3] is a member of the Alvida Pirates and the triplet brother of Peppoko and Poppoko.[2]
",/wiki/Heppoko,Heppoko
,/wiki/Hera_(Gladiator),Hera
,/wiki/Hera,Hera
,/wiki/Heracles,Heracles
"Herb[2] was a Shandia from 400 years ago. She was Kalgara's wife and Mousse's mother.[1]
",/wiki/Herb,Herb
,/wiki/Hewitt,Hewitt
"Hidayu is a samurai who allied with the Kozuki Family.[3] After waiting 20 years for the return of the Nine Red Scabbards, he affiliated with the Ninja-Pirate-Mink-Samurai Alliance to raid Onigashima.[1]
",/wiki/Hidayu,Hidayu
,/wiki/Belly,Hideo Usaguchi
"Higuma was a mountain bandit and the leader of the Higuma Bandits.[2] He was the first antagonist to be introduced in the series, and the first of three in the Romance Dawn Arc (third of three in the anime).[1][5]
",/wiki/Higuma,Higuma
"Hihimaru is a baboon that was formerly a guard for the Beasts Pirates before being tamed by Tama.[2]
",/wiki/Hihimaru,Hihimaru
,/wiki/Super_Spot-Billed_Duck_Troops,Hikoichi
"Hildon was a Wild Zombie that resembled a stitched-up vampire.[1] He appeared to act as a messenger in-between the members of Thriller Bark's Mysterious Four, reporting to them noteworthy events that were happening throughout the island ship before it fell.
",/wiki/Hildon,Hildon
"""Black Cage"" Hina is a Marine officer and a former classmate of Vice Admiral Smoker.[4] Jango and Fullbody are currently her subordinates.[8] She was originally introduced as a captain. During the timeskip, she was promoted to the rank of rear admiral.[3]
",/wiki/Hina,Hina
"Hippo Gentleman was a Wild Zombie who worked under Perona.[1] He was the vice commander of the Wild Zombies.[2]
",/wiki/Hippo_Gentleman,Hippo Gentleman
"Hiramera is an olive flounder mermaid and a dancer in the Mermaid Café.[2][1]
",/wiki/Hiramera,Hiramera
"Dr. Hiriluk[3] was a quack doctor from Drum Island, as well as Tony Tony Chopper's father figure.[4] He was also a former thief.[5]
",/wiki/Hiriluk,Hiriluk
,/wiki/Hiroshi,Hiroshi
"Duke Hitsugisukan is a sheep mink and the former ruler of the Mokomo Dukedom before Inuarashi and Nekomamushi.[2]
",/wiki/Hitsugisukan,Hitsugisukan
,/wiki/Ho,Ho
"Hocha[2] was one of the archaeologists of Ohara.[1]
",/wiki/Hocha,Hocha
"Hocker[3] was the owner of the Pet Food Shop in Orange Town and the owner of Chouchou.
",/wiki/Hocker,Hocker
,/wiki/Hody_Jones,Hody Jones
,/wiki/Hoe,Hoe
,/wiki/Hogback,Hogback
"Michael and Hoichael are two kids who are troublemakers in the backstreets of Water 7. They idolize Franky, and even dress like him and use his motto as their own: ""Mm, super!!"" They also idolize Paulie.[4] However, their backstreet delinquency has earned them ire from at least Tilestone and Peepley Lulu.[5]
",/wiki/Michael_and_Hoichael,Hoichael
"Holed'em[4][2] is a Shinuchi of the Beasts Pirates, who resides in Bakura Town.[3]
",/wiki/Holed%27em,Holed'em
,/wiki/Holy,Holy
"Home[2] is a bull that acts as a steed for Ashura Doji.[1]
",/wiki/Home,Home
"Hongo[2] is an officer of the Red Hair Pirates.[1]
",/wiki/Hongo,Hongo
"Dr. Honner[2] was the doctor aboard Mont Blanc Noland's expedition fleet 400 years ago.[1]
",/wiki/Honner,Honner
"Hotei is the former captain of the Mimawarigumi, a samurai police force in Wano Country that served the shogun Kurozumi Orochi until he was deposed by Kaidou.[2]
",/wiki/Hotei,Hotei
"Hotori and Kotori are the younger brothers of Satori. They are lieutenants of the Divine Soldiers, an army of 50 warriors under the command of Yama, their leader, and Enel.[2] They are minor antagonists during the Skypiea Arc.
",/wiki/Hotori_and_Kotori,Hotori
"Howling Gab[2] is an officer of the Red Hair Pirates.[1]
",/wiki/Howling_Gab,Howling Gab
"Hublot[2] is a member of the Spade Pirates.[1]
",/wiki/Hublot,Hublot
"Humphrey[2] is a bartender at Sabaody Archipelago.
",/wiki/Humphrey,Humphrey
"Hustle[2] is a member of Krieg Pirates. He is a combat instructor and is only mentioned in the One Piece Blue Data book. He only appeared in the manga.
",/wiki/Hustle,Hustle
,/wiki/Hyogoro,Hyogoro
"The Tsumegeri Guards were four men who drank the Hero Water and attempted to take down Crocodile, but failed and died from the water's side effects shortly after Crocodile refused to even fight them to give them an honorable death.[1]
",/wiki/Tsumegeri_Guards,Hyota
"Hyoutauros[3] is a jaguar centaur and member of the Centaur Patrol Unit on Punk Hazard.[1]
",/wiki/Hyoutauros,Hyoutauros
"Hyouzou[7] is a poisonous blue-ringed octopus merman. Prior to his imprisonment, he was a mercenary[3] and working as the New Fish-Man Pirates' assassin,[2] and later became one of the officers. Hyouzou was also known as the best swordsman on Fish-Man Island.[4]
",/wiki/Hyouzou,Hyouzou
"Ibiributsu[2] is a Waiter of the Beasts Pirates who serves as a guard in the Prisoner Mine of the Udon region of Wano Country. He is in charge of exchanging meal tickets for kibi dango.[1]
",/wiki/Ibiributsu,Ibiributsu
,/wiki/Iceburg,Iceburg
"The Medaka Mermaid Quintuplets (メダカの人魚の五つ子, Medaka no Ningyo no Itsutsugo?, VIZ Media: Guppy Mermaid Quintuplets) are five young Japanese rice fish mermaids who are friends with Camie. Their names are Ichika, Nika, Sanka, Yonka, and Yonka Two.[1]
",/wiki/Medaka_Mermaid_Quintuplets,Ichika
,/wiki/Belly,Ichiro Kumaguchi
"Ideaman is a member of Krieg Pirates. He is the Staff Officer of Planning.[2]
",/wiki/Ideaman,Ideaman
"""Destruction Cannon"" Ideo[9] is a XXX rank boxer[6] and member of the Longarm Tribe[10] who is the captain of the Ideo Pirates[4] and the captain of the fourth ship of the Straw Hat Grand Fleet.[3] He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi,[1] where he met three other gladiators who he would form the then-XXX Gym Martial Arts Alliance with[3], as well as Monkey D. Luffy, whom he eventually pledged his loyalty towards.[5]
",/wiki/Ideo,Ideo
,/wiki/Igaram,Igaram
"Ikaros Much[4] is a giant squid fish-man and an officer of the New Fish-Man Pirates before their downfall and disbandment.
",/wiki/Ikaros_Much,Ikaros Much
,/wiki/Ikkaku,Ikkaku
,/wiki/Ikkaku_(Wano),Ikkaku
,/wiki/Im,Im
"Inazuma[5] is a newkama and the deputy commander of the G Army in the Revolutionary Army who serves under Emporio Ivankov.[6]
",/wiki/Inazuma,Inazuma
,/wiki/Inbi,Inbi
"Dr. Indigo is the scientist of the Golden Lion Pirates and the secondary antagonist of the tenth One Piece Movie. He is the one who created Boss and the other monstrous animals under Shiki's dominion.[3]
",/wiki/Indigo,Indigo
"Inhel[2] is a dwarf from the Tontatta Kingdom who first appeared in the Riku Royal Army Headquarters beneath the Flower Field.[1]
",/wiki/Inhel,Inhel
,/wiki/Inoichibannosuke,Inoichibannosuke
,/wiki/Inuarashi,Inuarashi
"Inukai[2] is a Wano Country official.[1]
",/wiki/Inukai,Inukai
"Inuppe[3] was a Wild Zombie on Thriller Bark in the service of Gecko Moria[1] who was eventually assigned to guard Hogback.[4]
",/wiki/Inuppe,Inuppe
"Ipponmatsu[2] is the owner of an arms shop in Loguetown and Ipponume's husband. He was the former owner of both Sandai Kitetsu and Yubashiri.[1]
",/wiki/Ipponmatsu,Ipponmatsu
,/wiki/Ipponume,Ipponume
"Isa[2] is a Shandia woman and Aisa's mother.[1]
",/wiki/Isa,Isa
"Ishigo Shitemanna[3] is an appraiser in Water 7.[2]
",/wiki/Ishigo_Shitemanna,Ishigo Shitemanna
"Ishilly is a striped beakfish mermaid who lives on Fish-Man Island and was first seen in Mermaid Cove.[2] She is an employee at Mermaid Café.
",/wiki/Ishilly,Ishilly
,/wiki/Island_Eater,Island Eater
,/wiki/Islewan,Islewan
,/wiki/Issho,Issho
,/wiki/Isuka,Isuka
"Itomimizu is the Foxy Pirates' game official and serves as the announcer and commentator of the Davy Back Fight events. He rides on a very large bird named Chuchun.
",/wiki/Itomimizu,Itomimizu
,/wiki/Super_Spot-Billed_Duck_Troops,Ivan X
"Izou[6] is the former commander of the 16th division of the Whitebeard Pirates. He is also the older brother of Kikunojo.[7] 
",/wiki/Izou,Izou
"Iwatobi[3] is the king of Whiteland Kingdom (ホワイトランド王国, Howaitorando Ōkoku?) in the North Blue and one of fifty monarchs who took part in the Levely.[2][3]
",/wiki/Iwatobi,Iwatobi
,/wiki/Jabra,Jabra
,/wiki/Jack,Jack
"Jacksonbanner[2] was a member of the Roger Pirates until the crew's dissolution. His current whereabouts and status are unknown.
",/wiki/Jacksonbanner,Jacksonbanner
,/wiki/Jaguar_D._Saul,Jaguar D. Saul
"Jaki is a member of the Numbers in the Beasts Pirates, representing the number ""four"".[2]
",/wiki/Jaki,Jaki
,/wiki/Jalmack,Jalmack
,/wiki/Jango,Jango
"""Mountain Beard"" Jarul is a giant and former co-captain of the Giant Warrior Pirates, alongside Jorul. Along with Jorul, he is known as a hero of the giants and one of the world's oldest warriors.[1]
",/wiki/Jarul,Jarul
"Jean Ango, also known as Jean the Bandit, is a bounty hunter. He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi.[1]
",/wiki/Jean_Ango,Jean Ango
,/wiki/Jean_Bart,Jean Bart
"Jean Goen is a prisoner on Level 1 of Impel Down.[2]
",/wiki/Jean_Goen,Jean Goen
,/wiki/Jeep,Jeep
"Jeet[4] is a criminal and a former bounty hunter who joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi, along with his partner, Abdullah.[1] He is an ally of Luffy during the Dressrosa Arc. After the battle with the Donquixote Pirates at Dressrosa, he joined the XXX Gym Martial Arts Alliance, which later converted to a pirate crew called the Ideo Pirates.[3][2]
",/wiki/Jeet,Jeet
,/wiki/Jerry,Jerry
"Jero is a member of the G-5 branch of the Marines.[1]
",/wiki/Jero,Jero
"Jesus Burgess,[6] nicknamed ""Champion"", is the helmsman[2] and one of the Ten Titanic Captains of the Blackbeard Pirates, being captain of the First Ship.[3]
",/wiki/Jesus_Burgess,Jesus Burgess
"Mock Town is a port town of Jaya. It is inhabited mostly by pirates, despite it looking like a resort.[1]
",/wiki/Mock_Town#History,Jew Wall
,/wiki/Jewelry_Bonney,Jewelry Bonney
"Jibuemon is a former retainer from Kibi serving under the Kozuki Shogunate. As a hatamoto, he directly served under the former shogun, Kozuki Sukiyaki.[1]
",/wiki/Jibuemon,Jibuemon
"Jigoku Benten[6] is a kunoichi and a member of the Beasts Pirates.[3] She previously was a member of the Orochi Oniwabanshu which served the shogun of Wano Country, Kurozumi Orochi.[2]
",/wiki/Jigoku_Benten,Jigoku Benten
,/wiki/Jigoro,Jigoro
"Jigra was an organ trader and a member of the Underworld who attempted to attack the Big Mom Pirates.[1] In the anime, he is also part of the Organ Dealing Assassination Group[2]
",/wiki/Jigra,Jigra
,/wiki/Jinbe,Jinbe
"Jobo[2] is a citizen of Mock Town.[1]
",/wiki/Jobo,Jobo
,/wiki/Joe_(Wano),Joe
,/wiki/John,John
,/wiki/John_Giant,John Giant
,/wiki/Johnny,Johnny
"Jorge[2] was the head of the Judicial Ship that sailed to Water 7. He was the one who judged Tom for his support of the Pirate King Gol D. Roger.[1]
",/wiki/Jorge,Jorge
"""Waterfall Beard"" Jorul was a giant and former co-captain of the Giant Warrior Pirates, along with Jarul. He was known as a hero of the giants and one of the world's oldest warriors.[1]
",/wiki/Jorul,Jorul
"Joy Boy was an extremely relevant figure of the Void Century who played an important role in the history of Fish-Man Island and left behind a certain item of unimaginable value on the last island of the Grand Line. He was first mentioned on the Ryugu Poneglyph read by Nico Robin while at the Sea Forest.[1] Gol D. Roger declared that he wished the two could have lived during the same period upon learning the true history on Laugh Tale.[3]
",/wiki/Joy_Boy,Joy Boy
,/wiki/Jozu,Jozu
,/wiki/Judy,Judy
"Jujiro is a samurai who allied with the Kozuki Family.[3] After waiting 20 years for the return of the Nine Red Scabbards, he affiliated with the Ninja-Pirate-Mink-Samurai Alliance to raid Onigashima.[1]
",/wiki/Jujiro,Jujiro
,/wiki/Juki,Juki
"Julius is an infamous New World pirate who allied himself with Whitebeard.[1][2]
",/wiki/Julius,Julius
"Junan[2] is a fish-man and a cashier at Pappag's Criminal Brand store.[1]
",/wiki/Junan,Junan
"Kabu is a dwarf from Tontatta Kingdom who is the leader of the Yellow Kabu Squad[5] and a member of the Tontatta Pirates.[3]
",/wiki/Kabu,Kabu
"Rear Admiral Kadar is a Marine rear admiral at the G-2 Marine base from fifteen years ago. His current location and rank are unknown.[1]
",/wiki/Kadar,Kadar
,/wiki/Kagero,Kagero
"Kagikko is a member of the Krieg Pirates and a locksmith.[3] He only appeared in the manga.[2]
",/wiki/Kagikko,Kagikko
,/wiki/Kaidou,Kaidou
,/wiki/Kairen,Kairen
"Kairiken[3] is a bounty hunter at Sabaody Archipelago.[1]
",/wiki/Kairiken,Kairiken
,/wiki/Kairo_Kureyo,Kairo Kureyo
,/wiki/Kaku,Kaku
,/wiki/Kaku_(Wano),Kaku
,/wiki/Kakukaku,Kakukaku
,/wiki/Kakunoshin,Kakunoshin
"Kalgara[6] was a hero of the Shandia who lived while Upper Yard was still a part of Jaya (some 400 years ago),[1] and who befriended the explorer Mont Blanc Noland (the ancestor of Mont Blanc Cricket). A statue of him was erected after his death as an eternal reminder to the Shandia of his strength and courage.[7] He had a daughter named Mousse.[8] Wyper is his descendant.[9]
",/wiki/Kalgara,Kalgara
,/wiki/Kalifa,Kalifa
"Kamakiri is one of the Shandia warriors that fought to take Upper Yard from Enel. After the timeskip, he joined the God's Guards under Wyper.[2]
",/wiki/Kamakiri,Kamakiri
"Kamekichi[2] is a newspaper deliveryman in the Flower Capital who announced reports of Kamazo the Manslayer and Ushimitsu Kozo.[1]
",/wiki/Kamekichi,Kamekichi
"Kamijiro is a lion's head, legs and tail that are attached to Holed'em's body due to his consumption of a lion SMILE.[1][2]
",/wiki/Kamijiro,Kamijiro
"Kaneshiro is the shipwright of the Arlong Pirates and a goldfish fish-man.[3] He was previously a member of the Sun Pirates.[2]
",/wiki/Kaneshiro,Kaneshiro
,/wiki/Kanezenny,Kanezenny
,/wiki/Kappa,Kappa
,/wiki/Karasu,Karasu
,/wiki/Karma,Karma
"Karoo[2] is Nefertari Vivi's pet super spot-billed duck, a fast-footed riding bird (one of the fastest modes of transportation available in Arabasta).[1] Alongside his owner Vivi, Karoo infiltrated the organization known as Baroque Works. With her, he ended up traveling with the Straw Hat Pirates for most of the Arabasta Saga after their cover was blown. He is the leader of the Super Spot-Billed Duck Troops in Arabasta.
",/wiki/Karoo,Karoo
"Kasa[2] is an elderly woman from Raijin Island.[1]
",/wiki/Kasa,Kasa
,/wiki/Kasagoba,Kasagoba
,/wiki/Kashii,Kashii
,/wiki/Kashigami,Kashigami
"Katsuzo was a citizen of Wano Country. He died 41 years before the present day, and his cremated body was used by Kozuki Oden to cook a pot of oden.[1]
",/wiki/Katsuzo,Katsuzo
"Kawamatsu the Kappa is a Japanese puffer fish-man[8] who is a yokozuna-ranked sumo wrestler. As a child, he was shipwrecked in Wano and orphaned soon afterwards. After Kozuki Oden rescued him from citizens ostracizing him, he went on to serve as one of Oden's Nine Red Scabbards until Oden's death 20 years ago.[1]
",/wiki/Kawamatsu,Kawamatsu
"Kaya is a young woman who lives in the largest mansion in Syrup Village on the Gecko Islands. She is a close friend of Usopp and is currently studying to become a doctor.[1]
",/wiki/Kaya,Kaya
"Kazekage[4] is a ninja and a member of the Beasts Pirates.[2] He previously was a member of the Orochi Oniwabanshu which served the shogun of Wano Country, Kurozumi Orochi.[1]
",/wiki/Kazekage,Kazekage
,/wiki/Kebi,Kebi
"Kechatch[2] is an infamous New World pirate captain who was subordinate to the Whitebeard Pirates.[1]
",/wiki/Kechatch,Kechatch
,/wiki/Keith,Keith
,/wiki/Super_Spot-Billed_Duck_Troops,Kentauros
"Kelly Funk is an assassin from the Mogaro Kingdom and Bobby Funk's older brother. He joined as a gladiator at the Corrida Colosseum to compete for the Mera Mera no Mi.[1]
",/wiki/Kelly_Funk,Kelly Funk
,/wiki/Baskerville,Kerville
"Kibagaeru[1] was the captain of the Fanged Toad Pirates until he lost to Foxy at the Davy Back Fight and joined his crew. Due to his anime-exclusive actions, he can be considered one of the main antagonists of the Foxy's Return Arc.
",/wiki/Kibagaeru,Kibagaeru
,/wiki/Kibin,Kibin
,/wiki/Kiev,Kiev
"Kikipatsu is a member of the Blackbeard Pirates.[2]
",/wiki/Kikipatsu,Kikipatsu
"Kiku[2] is a member of the Kuja. She is never seen but her name appears on the match-ups of the arena battle board.[1]
",/wiki/Kiku_(Kuja),Kiku
,/wiki/Kikunojo,Kikunojo
,/wiki/Kikyo,Kikyo
,/wiki/Killer,Killer
,/wiki/Kimel,Kimel
,/wiki/Kin%27emon,Kin'emon
"Kinbo[2] is a boy who lives in Okobore Town of Kuri with his mother Yame and his little brother.[1]
",/wiki/Kinbo,Kinbo
"Kinderella,[4] also known as Miss Universe, is a woman who married Wapol after he became the head of his own corporation. Two years after that, she became the queen of Black Drum Kingdom when Wapol became its king.[2]
",/wiki/Kinderella,Kinderella
,/wiki/King,King
"Kingbaum is a tree homie, a member of the Big Mom Pirates and the master of the Seducing Woods on Whole Cake Island.[1] However, he was forced to serve the Straw Hat Pirates due to them possessing Charlotte Linlin's Vivre Card.[4]
",/wiki/Kingbaum,Kingbaum
,/wiki/Kinga,Kinga
"Kingdew[5] is the commander of the 11th division of the Whitebeard Pirates.
",/wiki/Kingdew,Kingdew
"Kinoko[4] is a former prisoner on Level 5 of Impel Down[2] and is currently a member of the Buggy Pirates, joining after his escape from Impel Down and the Summit War of Marineford.[3]
",/wiki/Kinoko,Kinoko
"Kirinkodanuki[2] is an animal who lives on the Island of Rare Animals.[1] Like all the animals on the island, he is protected by Gaimon.[3]
",/wiki/Kirinkodanuki,Kirinkodanuki
"Kirintauros[2] is a giraffe centaur and member of the Centaur Patrol Unit on Punk Hazard.[1]
",/wiki/Kirintauros,Kirintauros
"Kisegawa is a geisha from the Flower Capital of Wano Country. She once possessed the blueprints of Kaidou's fortress on Onigashima.[1]
",/wiki/Kisegawa,Kisegawa
,/wiki/Kitton,Kitton
"Mozu and Kiwi, also known as the Square Sisters due to their square-like hairstyle, are two girls very loyal to Franky, who went with him everywhere and tended to mimic every pose he did.[2]
",/wiki/Mozu_and_Kiwi,Kiwi
"Koala[7] is a former slave who was set free by Fisher Tiger's rampage on Mary Geoise. She sailed along with the Sun Pirates to reach her home town.
",/wiki/Koala,Koala
,/wiki/Kobe,Kobe
,/wiki/Koby,Koby
,/wiki/Koda,Koda
,/wiki/Koito,Koito
,/wiki/Kojuro,Kojuro
,/wiki/Kokoro,Kokoro
"Komachiyo is a komainu that resides in the Kuri region of Wano Country.[3]
",/wiki/Komachiyo,Komachiyo
"Komane is the princess of the Lulusia Kingdom.[2]
",/wiki/Komane,Komane
"Konbu is a child who lived in Punk Hazard's Biscuits Room.[2] He was freed with the rest of the children by the Straw Hat Pirates.
",/wiki/Konbu,Konbu
,/wiki/Kong,Kong
,/wiki/Kop,Kop
,/wiki/Kotatsu,Kotatsu
,/wiki/Kotetsu,Kotetsu
"Hotori and Kotori are the younger brothers of Satori. They are lieutenants of the Divine Soldiers, an army of 50 warriors under the command of Yama, their leader, and Enel.[2] They are minor antagonists during the Skypiea Arc.
",/wiki/Hotori_and_Kotori,Kotori
"Koushirou[2] is a master swordsman and was the teacher of Roronoa Zoro. He is also the father of the late Kuina[3] and son of Shimotsuki Kozaburo.[4] He is the master of Isshin Dojo in Shimotsuki Village.[1]
",/wiki/Koushirou,Koushirou
"Koyama, as named by Kozuki Oden and his retainers,[1] is a white boar and the child of the Mountain God that lived in the forests of Wano Country as late as thirty years ago. In what became known as the Mountain God Incident, it was kidnapped from its parent and later stolen by Kin'emon.[2][3]
",/wiki/Koyama,Koyama
"Koza is Princess Nefertari Vivi's childhood friend. As a child, he was the leader of the Suna Suna Clan.[4] As an adult, he became the leader of the Arabasta Rebellion.[3] He later became the environmental minister of the Arabasta Kingdom.[2]
",/wiki/Koza,Koza
,/wiki/Koze_and_Packy,Koze
"Kozuki Hiyori[7] is the daughter of Kozuki Oden and Kozuki Toki. She is Kozuki Momonosuke's younger sister. After Momonosuke was sent into the future as a child, Hiyori had become older than him, but after he was aged by Shinobu's powers, Hiyori is once again physically younger than him.[8][9][10]
",/wiki/Kozuki_Hiyori,Kozuki Hiyori
"Kozuki Momonosuke is an inhabitant of Wano Country and the son of the late daimyo of the Kuri region and patriarch of the Kozuki Family, Kozuki Oden.[3] He was born 28 years before the present day, but traveled 20 years forward in time when he was 8 years old.[8] Later with the help of his retainer Shinobu and her ability, his body was aged 20 years, though he remains a child mentally.[5]
",/wiki/Kozuki_Momonosuke,Kozuki Momonosuke
,/wiki/Kozuki_Oden,Kozuki Oden
"Kozuki Sukiyaki was the former shogun of Wano Country, the father of the daimyo of Kuri, Kozuki Oden, and the grandfather of Kozuki Momonosuke and Kozuki Hiyori.[2]
",/wiki/Kozuki_Sukiyaki,Kozuki Sukiyaki
"Kozuki Toki, née Amatsuki, was the wife of the daimyo of Kuri, Kozuki Oden, and the mother of Momonosuke and Hiyori.[6]
",/wiki/Kozuki_Toki,Kozuki Toki
,/wiki/Krieg,Krieg
"Kuina was a childhood friend and rival of Roronoa Zoro. She was the daughter of Koushirou[5] and a descendant of the Shimotsuki Family,[6] and was the reason why Zoro developed the Three Sword Style technique.[1] She died eleven years ago.
",/wiki/Kuina,Kuina
"Kukai[1][2] is a member of the Spade Pirates.
",/wiki/Kukai,Kukai
"Kumadori is a former member of CP9 and one of the last agents to be introduced.[2] He is the son of Kumadori Yamanbako and one of the few characters without a known first name.
",/wiki/Kumadori,Kumadori
"Kumadori Yamanbako is the mother of Kumadori who was an assassin like him which means Kumadori followed her footsteps. Kumadori made lots of poetry about his mother in heaven, but in reality she is still alive.[1]
",/wiki/Kumadori_Yamanbako,Kumadori Yamanbako
"Kumae was a bear introduced in SBS Volume 66. It was shown to be Perona's pet when she was young.[1]
",/wiki/Kumae,Kumae
"Kumagoro is a resident of the Flower Capital in Wano Country. He once possessed the blueprints of Kaidou's fortress on Onigashima.[1]
",/wiki/Kumagoro,Kumagoro
,/wiki/Kumashi,Kumashi
"Kuni is a gangster and a member of the Kyoshiro Family in Wano Country.[1]
",/wiki/Kuni,Kuni
"Kunyun is a member of the Numbers in the Beasts Pirates, representing the number ""nine"".[1]
",/wiki/Kunyun,Kunyun
,/wiki/Kureha,Kureha
"Kuro of a Hundred Plans, also known by his alias Klahadore, is the primary antagonist of the Syrup Village Arc. 
",/wiki/Kuro,Kuro
,/wiki/Kurokoma,Kurokoma
,/wiki/Kuromarimo,Kuromarimo
"Kuroobi[6] is a ray fish-man and an officer of the Arlong Pirates,[2] who was once a member of the Sun Pirates.[3] He is one of the major antagonists of the Arlong Park Arc.
",/wiki/Kuroobi,Kuroobi
"Kurosawa is a samurai who allied with the Kozuki Family.[2] After waiting 20 years for the return of the Nine Red Scabbards, he affiliated with the Ninja-Pirate-Mink-Samurai Alliance to raid Onigashima.[1]
",/wiki/Kurosawa,Kurosawa
,/wiki/Kurotsuru,Kurotsuru
"Kurozumi Higurashi was a member of the Kurozumi Family and a major supporter of Kurozumi Orochi.[1][2] She was killed by Kaidou for her interruption in his fight with Kozuki Oden.[3]
",/wiki/Kurozumi_Higurashi,Kurozumi Higurashi
"Kurozumi Kanjuro, nicknamed ""Evening Shower"" Kanjuro, is a samurai from Wano and member of the Kurozumi Family. After losing his parents, he was instructed by Kurozumi Orochi to operate undercover within the Kozuki Family. Kanjuro became Kozuki Oden's retainer and one of the Nine Red Scabbards while secretly aiding Orochi in his rise to power and efforts to eliminate the Kozuki bloodline, by feeding him information.[2][3]
",/wiki/Kurozumi_Kanjuro,Kurozumi Kanjuro
,/wiki/Kurozumi_Orochi,Kurozumi Orochi
